id,alcoholic,IBA,category_Cocktail,category_Ordinary Drink,category_Punch / Party Drink,glass_Brandy snifter,glass_Champagne flute,glass_Cocktail glass,glass_Collins glass,glass_Copper Mug,glass_Highball glass,glass_Old-fashioned glass,glass_Pousse cafe glass,glass_Whiskey Glass,glass_Whiskey sour glass,glass_White wine glass,ingredientInName,instructions_length,tagsCount,ingredientsCount,classic,ginBased
11390,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9556368713085878,-0.46605439181855784,0.029470458147472553,0,0
11391,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9556368713085878,-0.46605439181855784,0.029470458147472553,0,0
11396,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6571507956353765,-0.46605439181855784,0.029470458147472553,0,1
11403,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.09548344893847349,-0.46605439181855784,-0.7603378202047872,0,1
11407,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.568424538252552,-0.46605439181855784,0.8192787364997323,0,1
11408,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9556368713085878,-0.46605439181855784,1.609087014851992,0,1
11410,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6571507956353765,1.11499088675579,0.029470458147472553,1,1
11415,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9556368713085878,-0.46605439181855784,0.8192787364997323,0,1
11416,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6330793379197949,1.11499088675579,1.609087014851992,0,1
11417,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8481176935123235,0.32446824746861613,0.8192787364997323,0,1
11418,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1706752269011165,-0.46605439181855784,1.609087014851992,0,1
11419,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.460905360456288,-0.46605439181855784,0.8192787364997323,0,1
11420,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.20300262673473776,-0.46605439181855784,0.029470458147472553,0,1
